WINNER,WIN_BY,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,WEIGHT_CATEGORY,TITLE_BOUT,REFEREE,DATE,LOCATION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_SIG_HEAD,R_SIG_HEAD_ATT,R_SIG_BODY,R_SIG_BODY_ATT,R_SIG_LEG,R_SIG_LEG_ATT,R_SIG_DIST,R_SIG_DIST_ATT,R_SIG_CLINCH,R_SIG_CLINCH_ATT,R_SIG_GROUND,R_SIG_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_SIG_HEAD,B_SIG_HEAD_ATT,B_SIG_BODY,B_SIG_BODY_ATT,B_SIG_LEG,B_SIG_LEG_ATT,B_SIG_DIST,B_SIG_DIST_ATT,B_SIG_CLINCH,B_SIG_CLINCH_ATT,B_SIG_GROUND,B_SIG_GROUND_ATT
Thiago Moises,Decision - Unanimous,3,3,300,900,Lightweight,False,Keith Peterson,"October 31, 2020","Las Vegas, Nevada, USA",Bobby Green,34.0,177.8,70.3,180.3,0,85,177,94,187,2,3,0,1,71,,,,,,,,,,,,,Thiago Moises,25.0,175.3,70.3,177.8,0,42,119,43,120,2,3,1,0,111,,,,,,,,,,,,
Alexander Hernandez,KO/TKO,3,1,106,106,Lightweight,False,Mark Smith,"October 31, 2020","Las Vegas, Nevada, USA",Chris Gruetzemacher,34.0,172.7,70.3,172.7,0,8,27,8,27,0,0,0,0,0,,,,,,,,,,,,,Alexander Hernandez,28.0,175.3,70.3,182.9,1,29,52,29,52,0,0,0,0,0,,,,,,,,,,,,
Adrian Yanez,KO/TKO,3,1,166,166,Bantamweight,False,Herb Dean,"October 31, 2020","Las Vegas, Nevada, USA",Adrian Yanez,26.0,170.2,61.2,177.8,1,17,34,18,35,0,0,0,0,5,,,,,,,,,,,,,Victor Rodriguez,28.0,165.1,61.2,170.2,0,6,13,9,16,0,3,0,0,54,,,,,,,,,,,,
Sean Strickland,Decision - Unanimous,3,3,300,900,Middleweight,False,Keith Peterson,"October 31, 2020","Las Vegas, Nevada, USA",Sean Strickland,29.0,185.4,83.9,193.0,0,106,227,106,227,0,0,0,0,0,,,,,,,,,,,,,Jack Marshman,30.0,182.9,83.9,185.4,0,48,252,48,252,0,0,0,0,0,,,,,,,,,,,,
Jason Witt,Submission,3,2,129,429,Welterweight,False,Mark Smith,"October 31, 2020","Las Vegas, Nevada, USA",Cole Williams,36.0,182.9,77.1,185.4,0,1,5,23,27,0,0,0,0,0,,,,,,,,,,,,,Jason Witt,33.0,177.8,77.1,177.8,0,20,31,50,70,2,3,1,0,379,,,,,,,,,,,,
Dustin Jacoby,KO/TKO,3,1,158,158,Light Heavyweight,False,Chris Tognoni,"October 31, 2020","Las Vegas, Nevada, USA",Dustin Jacoby,32.0,190.5,93.0,193.0,2,22,38,22,38,0,0,0,0,11,,,,,,,,,,,,,Justin Ledet,32.0,193.0,93.0,203.2,0,10,31,10,31,0,0,0,0,0,,,,,,,,,,,,
Miles Johns,KO/TKO,3,3,171,771,Bantamweight,False,Chris Tognoni,"October 31, 2020","Las Vegas, Nevada, USA",Miles Johns,26.0,170.2,61.2,167.6,1,48,105,56,114,0,7,0,0,183,,,,,,,,,,,,,Kevin Natividad,27.0,167.6,65.8,177.8,0,33,137,38,142,0,1,0,0,0,,,,,,,,,,,,
Khabib Nurmagomedov,Submission,5,2,94,394,Lightweight,True,Jason Herzog,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,32.0,177.8,70.3,177.8,0,26,80,26,80,2,3,1,0,55,,,,,,,,,,,,,Justin Gaethje,31.0,180.3,70.3,177.8,0,29,45,29,46,0,0,0,0,14,,,,,,,,,,,,
Robert Whittaker,Decision - Unanimous,3,3,300,900,Middleweight,False,Anders Ohlsson,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Robert Whittaker,29.0,182.9,83.9,185.4,1,69,151,75,158,0,2,0,0,130,,,,,,,,,,,,,Jared Cannonier,36.0,180.3,83.9,195.6,0,53,89,58,94,0,0,0,0,30,,,,,,,,,,,,
Alexander Volkov,KO/TKO,3,2,75,375,Heavyweight,False,Lukasz Bosacki,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Alexander Volkov,32.0,200.7,113.4,203.2,0,45,73,45,73,0,0,0,0,5,,,,,,,,,,,,,Walt Harris,37.0,195.6,113.4,195.6,0,16,58,16,58,0,1,0,0,0,,,,,,,,,,,,
Phillip Hawes,KO/TKO,3,1,18,18,Middleweight,False,Jason Herzog,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jacob Malkoun,25.0,175.3,83.9,185.4,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,Phillip Hawes,31.0,182.9,83.9,195.6,1,7,11,7,11,0,0,0,0,1,,,,,,,,,,,,
Lauren Murphy,Submission,3,2,211,511,Women's Flyweight,False,Lukasz Bosacki,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lauren Murphy,37.0,165.1,56.7,170.2,0,22,85,32,96,1,1,1,0,70,,,,,,,,,,,,,Liliya Shakirova,29.0,162.6,56.7,165.1,0,23,75,27,80,0,3,0,0,29,,,,,,,,,,,,
Magomed Ankalaev,KO/TKO,3,1,259,259,Light Heavyweight,False,Anders Ohlsson,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,28.0,190.5,93.0,190.5,2,21,41,21,41,0,0,0,0,5,,,,,,,,,,,,,Ion Cutelaba,26.0,185.4,93.0,190.5,0,11,36,11,36,0,0,0,0,0,,,,,,,,,,,,
Tai Tuivasa,KO/TKO,3,1,299,299,Heavyweight,False,Jason Herzog,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Stefan Struve,32.0,210.8,120.2,213.4,0,13,19,13,19,0,1,0,0,0,,,,,,,,,,,,,Tai Tuivasa,27.0,188.0,119.7,190.5,1,27,42,48,63,0,0,0,0,104,,,,,,,,,,,,
Casey Kenney,Decision - Unanimous,3,3,300,900,Catch Weight,False,Anders Ohlsson,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Nathaniel Wood,27.0,167.6,63.5,175.3,0,136,321,138,325,0,3,0,0,0,,,,,,,,,,,,,Casey Kenney,29.0,170.2,63.5,172.7,0,123,247,125,249,2,6,0,0,90,,,,,,,,,,,,
Shavkat Rakhmonov,Submission,3,1,280,280,Welterweight,False,Lukasz Bosacki,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Alex Oliveira,32.0,180.3,77.1,193.0,0,9,18,16,26,0,2,0,0,124,,,,,,,,,,,,,Shavkat Rakhmonov,26.0,185.4,77.1,195.6,0,13,25,32,44,0,2,1,0,44,,,,,,,,,,,,
Miranda Maverick,KO/TKO,3,1,300,300,Women's Flyweight,False,Lukasz Bosacki,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Liana Jojua,25.0,162.6,56.7,157.5,0,30,80,30,80,0,0,0,0,0,,,,,,,,,,,,,Miranda Maverick,23.0,160.0,56.7,165.1,0,49,95,49,95,0,0,0,0,0,,,,,,,,,,,,
Joel Alvarez,Submission,3,1,180,180,Lightweight,False,Jason Herzog,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Joel Alvarez,26.0,190.5,70.3,195.6,0,4,6,10,13,0,0,2,0,0,,,,,,,,,,,,,Alexander Yakovlev,36.0,190.5,70.3,188.0,0,1,1,15,16,1,1,0,0,117,,,,,,,,,,,,
Brian Ortega,Decision - Unanimous,5,5,300,1500,Featherweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Brian Ortega,29.0,172.7,65.8,175.3,2,127,212,129,214,3,10,0,0,57,,,,,,,,,,,,,Chan Sung Jung,33.0,170.2,65.8,182.9,0,62,163,64,166,0,0,0,0,0,,,,,,,,,,,,
Jessica Andrade,KO/TKO,3,1,295,295,Women's Flyweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Katlyn Chookagian,31.0,175.3,56.7,172.7,0,19,53,27,61,0,0,0,0,25,,,,,,,,,,,,,Jessica Andrade,29.0,154.9,52.2,157.5,1,28,43,62,79,2,3,0,0,146,,,,,,,,,,,,
Jimmy Crute,KO/TKO,3,1,121,121,Light Heavyweight,False,Anders Ohlsson,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jimmy Crute,24.0,188.0,93.0,188.0,2,17,24,18,25,0,1,0,0,25,,,,,,,,,,,,,Modestas Bukauskas,26.0,190.5,93.0,198.1,0,7,17,7,17,0,0,0,0,0,,,,,,,,,,,,
James Krause,Decision - Unanimous,3,3,300,900,Welterweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Claudio Silva,38.0,180.3,77.1,180.3,0,64,214,66,216,2,12,0,0,58,,,,,,,,,,,,,James Krause,34.0,188.0,77.1,185.4,0,94,159,96,162,0,1,0,0,14,,,,,,,,,,,,
Jonathan Martinez,Decision - Unanimous,3,3,300,900,Featherweight,False,Anders Ohlsson,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Thomas Almeida,29.0,170.2,65.8,177.8,0,64,171,64,171,0,5,0,0,2,,,,,,,,,,,,,Jonathan Martinez,26.0,172.7,65.8,177.8,0,73,205,73,205,0,0,0,0,0,,,,,,,,,,,,
Guram Kutateladze,Decision - Split,3,3,300,900,Lightweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Mateusz Gamrot,29.0,177.8,70.3,177.8,0,52,126,69,151,5,16,0,0,209,,,,,,,,,,,,,Guram Kutateladze,28.0,180.3,70.3,182.9,1,37,86,43,93,0,1,0,0,1,,,,,,,,,,,,
Gillian Robertson,Decision - Unanimous,3,3,300,900,Women's Flyweight,False,Anders Ohlsson,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Gillian Robertson,25.0,165.1,56.7,160.0,0,57,98,104,161,3,7,0,0,574,,,,,,,,,,,,,Poliana Botelho,31.0,172.7,52.2,170.2,0,22,43,39,61,0,0,0,0,76,,,,,,,,,,,,
Junyong Park,Decision - Unanimous,3,3,300,900,Middleweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Junyong Park,29.0,177.8,83.9,185.4,0,10,21,260,350,4,4,0,0,791,,,,,,,,,,,,,John Phillips,35.0,180.3,83.9,190.5,0,5,14,13,25,0,0,0,0,0,,,,,,,,,,,,
Fares Ziam,Decision - Unanimous,3,3,300,900,Lightweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jamie Mullarkey,26.0,182.9,70.3,188.0,0,20,72,29,84,5,11,0,0,416,,,,,,,,,,,,,Fares Ziam,23.0,185.4,70.3,190.5,0,47,89,54,98,1,5,0,2,72,,,,,,,,,,,,
Maxim Grishin,KO/TKO,3,2,298,598,Light Heavyweight,False,Anders Ohlsson,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Gadzhimurad Antigulov,33.0,180.3,93.0,177.8,0,12,23,31,44,1,5,0,0,159,,,,,,,,,,,,,Maxim Grishin,36.0,190.5,99.8,198.1,0,34,76,66,126,1,1,0,0,141,,,,,,,,,,,,
Said Nurmagomedov,KO/TKO,3,1,51,51,Bantamweight,False,Lukasz Bosacki,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Said Nurmagomedov,28.0,172.7,61.2,177.8,0,18,24,18,24,0,0,0,0,5,,,,,,,,,,,,,Mark Striegl,32.0,172.7,61.2,177.8,0,3,7,3,7,0,1,0,0,0,,,,,,,,,,,,
Cory Sandhagen,KO/TKO,5,2,63,363,Bantamweight,False,Marc Goddard,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marlon Moraes,32.0,167.6,61.2,170.2,0,14,50,14,50,1,1,0,0,9,,,,,,,,,,,,,Cory Sandhagen,28.0,180.3,61.2,177.8,1,38,88,38,88,0,0,0,0,4,,,,,,,,,,,,
Edson Barboza,Decision - Unanimous,3,3,300,900,Featherweight,False,Kevin Sataki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Edson Barboza,34.0,180.3,65.8,190.5,2,32,74,34,77,0,0,1,0,98,,,,,,,,,,,,,Makwan Amirkhani,31.0,177.8,65.8,182.9,0,11,39,25,59,3,6,0,0,193,,,,,,,,,,,,
Marcin Tybura,Decision - Unanimous,3,3,300,900,Heavyweight,False,Marc Goddard,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ben Rothwell,38.0,193.0,120.2,198.1,0,89,276,95,287,0,0,0,0,19,,,,,,,,,,,,,Marcin Tybura,34.0,190.5,112.9,198.1,0,94,183,155,274,1,3,0,0,188,,,,,,,,,,,,
Dricus Du Plessis,KO/TKO,3,1,202,202,Middleweight,False,Kevin Sataki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Markus Perez,32.0,185.4,83.9,185.4,0,14,43,14,43,0,0,0,0,0,,,,,,,,,,,,,Dricus Du Plessis,26.0,185.4,83.9,193.0,1,26,58,26,58,0,0,0,0,2,,,,,,,,,,,,
Tom Aspinall,KO/TKO,3,1,95,95,Heavyweight,False,Lukasz Bosacki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tom Aspinall,27.0,195.6,116.1,198.1,0,16,25,17,26,1,1,0,0,30,,,,,,,,,,,,,Alan Baudot,32.0,190.5,110.2,200.7,0,3,12,5,14,0,0,0,0,0,,,,,,,,,,,,
Ilia Topuria,Decision - Unanimous,3,3,300,900,Featherweight,False,Kevin Sataki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Youssef Zalal,24.0,177.8,65.8,182.9,0,17,53,40,85,0,2,1,3,171,,,,,,,,,,,,,Ilia Topuria,23.0,170.2,65.8,175.3,0,13,33,30,62,5,9,5,0,482,,,,,,,,,,,,
Tom Breese,KO/TKO,3,1,102,102,Middleweight,False,Lukasz Bosacki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tom Breese,29.0,190.5,83.9,185.4,1,17,27,18,28,0,0,0,0,5,,,,,,,,,,,,,KB Bhullar,28.0,193.0,83.9,198.1,0,2,15,2,16,0,0,0,0,0,,,,,,,,,,,,
Chris Daukaus,KO/TKO,3,1,45,45,Heavyweight,False,Marc Goddard,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Chris Daukaus,31.0,190.5,113.4,193.0,2,13,21,13,21,0,0,0,0,24,,,,,,,,,,,,,Rodrigo Nascimento,27.0,188.0,111.6,203.2,0,1,4,1,4,0,0,0,0,0,,,,,,,,,,,,
Joaquin Buckley,KO/TKO,3,2,123,423,Middleweight,False,Kevin Sataki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Impa Kasanganay,26.0,180.3,83.9,190.5,0,28,79,31,85,0,0,0,0,0,,,,,,,,,,,,,Joaquin Buckley,26.0,177.8,83.9,193.0,1,29,94,29,95,1,2,0,0,63,,,,,,,,,,,,
Tony Kelley,Decision - Unanimous,3,3,300,900,Bantamweight,False,Lukasz Bosacki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ali AlQaisi,30.0,167.6,61.2,172.7,0,29,67,58,103,5,15,1,0,360,,,,,,,,,,,,,Tony Kelley,33.0,175.3,61.2,177.8,0,23,62,61,109,0,0,4,0,116,,,,,,,,,,,,
Giga Chikadze,Decision - Unanimous,3,3,300,900,Featherweight,False,Marc Goddard,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Giga Chikadze,32.0,182.9,65.8,188.0,1,65,157,69,163,0,1,0,0,29,,,,,,,,,,,,,Omar Morales,34.0,180.3,65.8,185.4,0,34,128,35,130,0,0,0,0,64,,,,,,,,,,,,
Tracy Cortez,Decision - Unanimous,3,3,300,900,Women's Bantamweight,False,Kevin Sataki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tracy Cortez,26.0,165.1,61.2,165.1,0,20,42,66,109,3,5,0,0,598,,,,,,,,,,,,,Stephanie Egger,32.0,167.6,61.2,172.7,0,10,32,27,70,1,6,0,1,127,,,,,,,,,,,,
Tagir Ulanbekov,Decision - Unanimous,3,3,300,900,Flyweight,False,Lukasz Bosacki,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bruno Silva,31.0,182.9,83.9,,0,47,114,59,134,4,8,0,0,141,,,,,,,,,,,,,Tagir Ulanbekov,29.0,170.2,56.7,177.8,0,46,122,69,152,5,11,0,0,227,,,,,,,,,,,,
Holly Holm,Decision - Unanimous,5,5,300,1500,Women's Bantamweight,False,Marc Goddard,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Holly Holm,38.0,172.7,61.2,175.3,0,154,301,187,342,5,14,0,0,316,,,,,,,,,,,,,Irene Aldana,32.0,175.3,61.2,172.7,0,69,185,92,210,0,0,0,0,3,,,,,,,,,,,,
Carlos Felipe,Decision - Unanimous,3,3,300,900,Heavyweight,False,Kevin Sataki,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Yorgan De Castro,33.0,182.9,113.4,188.0,0,48,100,113,174,0,1,0,0,193,,,,,,,,,,,,,Carlos Felipe,25.0,182.9,111.1,190.5,0,78,177,88,187,0,0,0,0,88,,,,,,,,,,,,
Germaine de Randamie,Submission,3,3,205,805,Women's Bantamweight,False,,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Germaine de Randamie,36.0,175.3,61.2,180.3,0,37,91,57,119,0,0,2,0,48,,,,,,,,,,,,,Julianna Pena,31.0,167.6,61.2,175.3,0,27,91,58,125,3,6,0,0,355,,,,,,,,,,,,
Kyler Phillips,KO/TKO,3,2,44,344,Bantamweight,False,Marc Goddard,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Kyler Phillips,25.0,172.7,61.2,182.9,0,32,78,34,80,2,2,0,0,145,,,,,,,,,,,,,Cameron Else,33.0,175.3,61.2,180.3,0,11,30,20,43,0,0,0,0,3,,,,,,,,,,,,
Dusko Todorovic,KO/TKO,3,2,195,495,Middleweight,False,Jason Herzog,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Dequan Townsend,34.0,190.5,93.0,200.7,0,13,41,21,49,0,0,0,0,18,,,,,,,,,,,,,Dusko Todorovic,26.0,185.4,83.9,188.0,0,85,134,109,167,1,2,0,0,205,,,,,,,,,,,,
Carlos Condit,Decision - Unanimous,3,3,300,900,Welterweight,False,Marc Goddard,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Carlos Condit,36.0,188.0,77.1,190.5,1,88,230,88,230,0,0,0,0,2,,,,,,,,,,,,,Court McGee,35.0,180.3,77.1,190.5,0,84,182,84,182,0,0,0,0,0,,,,,,,,,,,,
Nassourdine Imavov,Decision - Unanimous,3,3,300,900,Middleweight,False,Kevin Sataki,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jordan Williams,29.0,185.4,83.9,190.5,0,30,98,62,137,0,3,0,0,144,,,,,,,,,,,,,Nassourdine Imavov,25.0,190.5,83.9,190.5,0,68,110,81,126,1,8,4,0,291,,,,,,,,,,,,
Loma Lookboonmee,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Marc Goddard,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Loma Lookboonmee,24.0,154.9,52.2,154.9,0,80,137,85,142,0,1,0,0,83,,,,,,,,,,,,,Jinh Yu Frey,35.0,160.0,52.2,165.1,0,26,61,39,75,1,4,0,0,154,,,,,,,,,,,,
Casey Kenney,Decision - Unanimous,3,3,300,900,Bantamweight,False,Kevin Sataki,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Casey Kenney,29.0,170.2,63.5,172.7,0,109,263,109,263,0,1,0,0,0,,,,,,,,,,,,,Heili Alateng,28.0,165.1,61.2,167.6,0,46,171,46,171,0,0,0,0,0,,,,,,,,,,,,
Luigi Vendramini,KO/TKO,3,1,72,72,Lightweight,False,Jason Herzog,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Luigi Vendramini,24.0,172.7,77.1,185.4,1,13,23,14,24,0,1,0,0,2,,,,,,,,,,,,,Jessin Ayari,28.0,182.9,70.3,185.4,0,2,10,2,10,0,0,0,0,0,,,,,,,,,,,,
Israel Adesanya,KO/TKO,5,2,239,539,Middleweight,True,Jason Herzog,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Israel Adesanya,31.0,193.0,83.9,203.2,1,55,84,55,84,0,0,0,0,9,,,,,,,,,,,,,Paulo Costa,29.0,185.4,83.9,182.9,0,12,26,12,26,0,0,0,0,1,,,,,,,,,,,,
Jan Blachowicz,KO/TKO,5,2,276,576,Light Heavyweight,True,Kevin Sataki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Dominick Reyes,30.0,193.0,93.0,195.6,0,21,51,21,51,0,0,0,0,0,,,,,,,,,,,,,Jan Blachowicz,37.0,188.0,93.0,198.1,1,41,89,41,89,0,0,0,0,3,,,,,,,,,,,,
Brandon Royval,Submission,3,2,48,348,Flyweight,False,Lukasz Bosacki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Kai Kara-France,27.0,162.6,56.7,175.3,1,22,38,22,39,0,1,0,0,91,,,,,,,,,,,,,Brandon Royval,28.0,175.3,56.7,172.7,2,39,71,51,85,0,0,1,0,91,,,,,,,,,,,,
Ketlen Vieira,Decision - Unanimous,3,3,300,900,Women's Bantamweight,False,Jason Herzog,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ketlen Vieira,29.0,172.7,61.2,172.7,0,68,171,93,203,2,5,0,0,147,,,,,,,,,,,,,Sijara Eubanks,35.0,162.6,61.2,170.2,0,69,149,72,152,0,1,0,0,39,,,,,,,,,,,,
Hakeem Dawodu,Decision - Split,3,3,300,900,Featherweight,False,Kevin Sataki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Hakeem Dawodu,29.0,172.7,65.8,185.4,0,69,136,70,137,0,0,0,0,0,,,,,,,,,,,,,Zubaira Tukhugov,29.0,172.7,65.8,172.7,0,35,93,40,98,1,7,0,0,123,,,,,,,,,,,,
Brad Riddell,Decision - Unanimous,3,3,300,900,Lightweight,False,Lukasz Bosacki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Brad Riddell,28.0,170.2,70.3,180.3,0,67,166,86,185,1,6,0,0,84,,,,,,,,,,,,,Alex Da Silva,24.0,172.7,70.3,185.4,0,54,112,70,133,3,9,1,1,317,,,,,,,,,,,,
Jake Matthews,Decision - Unanimous,3,3,300,900,Welterweight,False,Jason Herzog,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Diego Sanchez,38.0,177.8,77.1,182.9,0,25,81,38,95,0,1,0,0,0,,,,,,,,,,,,,Jake Matthews,26.0,180.3,77.1,185.4,1,72,148,93,174,1,2,0,0,292,,,,,,,,,,,,
Ludovit Klein,KO/TKO,3,1,76,76,Featherweight,False,Kevin Sataki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Shane Young,27.0,172.7,65.8,182.9,0,4,7,4,7,0,0,0,0,0,,,,,,,,,,,,,Ludovit Klein,25.0,170.2,70.3,182.9,1,9,13,9,13,0,0,0,0,3,,,,,,,,,,,,
William Knight,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,Lukasz Bosacki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",William Knight,32.0,177.8,93.0,185.4,0,38,54,58,77,4,5,1,1,399,,,,,,,,,,,,,Aleksa Camur,25.0,185.4,93.0,188.0,0,17,30,59,72,1,4,0,0,326,,,,,,,,,,,,
Juan Espino,Submission,3,1,228,228,Heavyweight,False,Kevin Sataki,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Juan Espino,39.0,190.5,113.4,203.2,0,10,17,21,29,5,7,1,0,156,,,,,,,,,,,,,Jeff Hughes,32.0,188.0,113.4,195.6,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
Danilo Marques,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,Jason Herzog,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khadis Ibragimov,25.0,190.5,93.0,198.1,0,19,46,36,65,0,0,1,1,90,,,,,,,,,,,,,Danilo Marques,34.0,198.1,93.0,195.6,0,16,22,19,26,4,16,0,0,436,,,,,,,,,,,,
Colby Covington,KO/TKO,5,5,79,1279,Welterweight,False,Dan Miragliotta,"September 19, 2020","Las Vegas, Nevada, USA",Colby Covington,32.0,180.3,77.1,182.9,0,78,143,232,311,3,8,0,0,721,,,,,,,,,,,,,Tyron Woodley,38.0,175.3,77.1,188.0,0,34,83,67,116,1,1,0,0,14,,,,,,,,,,,,
Khamzat Chimaev,KO/TKO,3,1,17,17,Middleweight,False,Mark Smith,"September 19, 2020","Las Vegas, Nevada, USA",Khamzat Chimaev,26.0,188.0,77.1,190.5,1,4,6,4,6,0,0,0,0,2,,,,,,,,,,,,,Gerald Meerschaert,32.0,185.4,83.9,195.6,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
Johnny Walker,KO/TKO,3,1,163,163,Light Heavyweight,False,Dan Miragliotta,"September 19, 2020","Las Vegas, Nevada, USA",Johnny Walker,28.0,198.1,93.0,208.3,0,26,30,30,34,0,0,0,1,40,,,,,,,,,,,,,Ryan Spann,29.0,195.6,93.0,200.7,2,7,13,10,16,2,2,0,0,106,,,,,,,,,,,,
Mackenzie Dern,Submission,3,1,224,224,Women's Strawweight,False,Jason Herzog,"September 19, 2020","Las Vegas, Nevada, USA",Mackenzie Dern,27.0,162.6,52.2,160.0,0,9,13,11,17,0,0,5,1,105,,,,,,,,,,,,,Randa Markos,35.0,162.6,52.2,160.0,0,3,5,7,10,0,0,0,0,96,,,,,,,,,,,,
Kevin Holland,Decision - Split,3,3,300,900,Middleweight,False,Mark Smith,"September 19, 2020","Las Vegas, Nevada, USA",Kevin Holland,27.0,190.5,83.9,205.7,0,74,129,163,223,0,3,0,0,215,,,,,,,,,,,,,Darren Stewart,29.0,182.9,83.9,188.0,0,57,110,97,159,3,8,0,0,249,,,,,,,,,,,,
David Dvorak,Decision - Unanimous,3,3,300,900,Flyweight,False,Jason Herzog,"September 19, 2020","Las Vegas, Nevada, USA",Jordan Espinosa,30.0,167.6,56.7,175.3,0,50,162,50,162,0,1,0,0,0,,,,,,,,,,,,,David Dvorak,28.0,165.1,56.7,172.7,0,68,146,69,147,0,1,0,0,4,,,,,,,,,,,,
Damon Jackson,Submission,3,3,81,681,Featherweight,False,Dan Miragliotta,"September 19, 2020","Las Vegas, Nevada, USA",Mirsad Bektic,29.0,172.7,65.8,177.8,0,13,21,76,102,7,9,0,0,564,,,,,,,,,,,,,Damon Jackson,32.0,180.3,65.8,180.3,0,12,26,20,34,0,0,7,1,56,,,,,,,,,,,,
