WINNER,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,TITLE_BOUT,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,REFEREE,DATE,LOCATION,R_ODDS,B_ODDS,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_STYLE,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_STYLE,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT
Brendan Schaub,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Herzog,"October 23, 2010","Anaheim, California, USA",2.25,1.69,Brendan Schaub,27.0,193.0,111.1,198.1,0,1,53,199,53,199,0,1,0,0,7,50,191,3,8,0,0,44,185,8,13,1,1,Gabriel Gonzaga,31.0,188.0,109.8,193.0,4,0,37,110,37,110,0,2,1,0,0,21,89,4,5,12,16,33,104,4,6,0,0
Court McGee,3,3,81,681,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"October 23, 2010","Anaheim, California, USA",1.4,3.1,Court McGee,25.0,180.3,77.1,190.5,5,0,60,165,69,174,2,4,1,0,57,34,125,11,22,15,18,49,145,0,3,11,17,Ryan Jensen,33.0,185.4,83.9,193.0,1,1,36,103,44,111,1,3,0,0,38,27,89,6,8,3,6,32,96,2,3,2,4
Tom Lawlor,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"October 23, 2010","Anaheim, California, USA",1.57,2.55,Patrick Cote,30.0,180.3,77.1,190.5,4,0,6,22,28,44,0,0,0,1,8,5,18,1,3,0,1,0,13,4,4,2,5,Tom Lawlor,27.0,182.9,93.0,188.0,4,0,49,75,153,189,5,6,3,0,782,33,59,6,6,10,10,5,20,11,11,33,44
Daniel Roberts,3,1,73,73,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jason Herzog,"October 23, 2010","Anaheim, California, USA",2.25,1.69,Mike Guymon,36.0,182.9,77.1,188.0,4,0,0,3,0,3,0,1,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,Daniel Roberts,30.0,177.8,77.1,188.0,1,0,2,10,2,10,1,1,1,0,2,1,8,0,0,1,2,2,10,0,0,0,0
Sam Stout,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"October 23, 2010","Anaheim, California, USA",1.5,2.7,Sam Stout,26.0,175.3,70.3,177.8,0,0,107,295,108,296,1,2,0,0,27,58,235,16,19,33,41,105,292,2,3,0,0,Paul Taylor,30.0,182.9,70.3,182.9,5,0,140,296,140,296,0,3,0,0,0,88,228,25,35,27,33,135,289,5,7,0,0
Chris Camozzi,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jason Herzog,"October 23, 2010","Anaheim, California, USA",1.91,1.91,Chris Camozzi,23.0,188.0,83.9,190.5,0,0,74,130,85,145,0,1,0,1,37,32,82,25,29,17,19,58,107,16,23,0,0,Dongi Yang,25.0,177.8,83.9,185.4,0,0,51,98,60,117,3,5,0,0,127,36,82,7,8,8,8,45,92,4,4,2,2
Jon Madsen,3,1,108,108,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"October 23, 2010","Anaheim, California, USA",1.44,2.85,Jon Madsen,30.0,182.9,108.9,182.9,4,0,18,31,20,35,1,1,0,0,42,18,31,0,0,0,0,0,2,0,0,18,29,Gilbert Yvel,34.0,188.0,102.1,195.6,4,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
Michael Bisping,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"October 16, 2010","London, England, United Kingdom",1.48,2.9,Michael Bisping,31.0,185.4,83.9,190.5,0,0,118,267,119,268,0,5,0,0,2,89,232,11,15,18,20,115,261,3,6,0,0,Yoshihiro Akiyama,35.0,177.8,77.1,190.5,0,0,50,177,50,177,0,1,0,0,0,35,157,7,9,8,11,49,173,1,4,0,0
Carlos Condit,3,1,267,267,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"October 16, 2010","London, England, United Kingdom",1.59,2.6,Dan Hardy,28.0,182.9,77.1,188.0,4,0,9,41,9,41,0,0,0,0,0,5,30,0,2,4,9,9,41,0,0,0,0,Carlos Condit,26.0,188.0,77.1,190.5,0,1,26,59,26,59,0,0,0,0,3,10,36,3,5,13,18,24,57,0,0,2,2
Mike Pyle,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Leon Roberts,"October 16, 2010","London, England, United Kingdom",1.21,5.2,John Hathaway,23.0,185.4,77.1,190.5,0,0,18,99,57,139,0,2,0,0,49,13,90,5,9,0,0,18,97,0,2,0,0,Mike Pyle,35.0,182.9,77.1,188.0,4,0,46,97,121,180,5,13,1,0,436,37,82,6,11,3,4,16,58,6,10,24,29
Claude Patrick,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"October 16, 2010","London, England, United Kingdom",2.45,1.61,James Wilks,32.0,185.4,77.1,190.5,1,0,12,28,46,66,0,1,0,0,46,3,14,4,7,5,7,3,12,9,16,0,0,Claude Patrick,30.0,180.3,77.1,190.5,1,0,23,40,63,85,3,5,0,0,749,17,32,3,5,3,3,3,7,3,3,17,30
Alexander Gustafsson,3,2,161,461,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leon Roberts,"October 16, 2010","London, England, United Kingdom",2.35,1.65,Cyrille Diabate,37.0,198.1,93.0,205.7,0,0,11,22,13,24,0,1,0,0,10,6,14,3,5,2,3,10,17,1,5,0,0,Alexander Gustafsson,23.0,195.6,93.0,200.7,0,1,28,56,60,94,2,3,3,0,305,23,46,2,4,3,6,7,25,7,11,14,20
Fabio Maldonado,3,3,48,648,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"October 16, 2010","London, England, United Kingdom",3.0,1.42,James McSweeney,29.0,193.0,104.3,195.6,0,0,49,99,58,111,0,1,0,0,71,20,62,16,23,13,14,38,81,11,18,0,0,Fabio Maldonado,30.0,185.4,93.0,190.5,5,1,89,123,143,184,0,1,2,0,204,50,83,39,40,0,0,65,96,5,6,19,21
Frank Mir,3,3,242,842,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",1.48,2.9,Frank Mir,31.0,190.5,119.7,200.7,1,1,25,79,45,100,0,2,0,0,269,11,61,7,9,7,9,13,66,12,13,0,0,Mirko Filipovic,36.0,188.0,104.3,185.4,4,0,19,69,33,89,0,0,0,0,0,12,61,4,4,3,4,13,62,6,7,0,0
Ryan Bader,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",2.6,1.59,Rogerio Nogueira,34.0,188.0,93.0,190.5,4,0,28,127,39,138,0,0,0,0,6,21,113,4,11,3,3,25,122,3,5,0,0,Ryan Bader,27.0,188.0,93.0,188.0,0,0,42,127,66,161,5,16,0,0,223,30,114,8,9,4,4,24,91,7,16,11,20
Chris Lytle,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",2.25,1.74,Matt Serra,36.0,167.6,77.1,172.7,4,0,124,298,133,311,0,1,0,0,0,64,226,48,59,12,13,123,295,1,3,0,0,Chris Lytle,36.0,180.3,77.1,172.7,1,0,153,297,172,317,0,0,0,0,0,133,276,20,21,0,0,150,293,3,4,0,0
Sean Sherk,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Rob Hinds,"September 25, 2010","Indianapolis, Indiana, USA",2.67,1.56,Sean Sherk,37.0,167.6,70.3,170.2,4,0,38,115,81,165,5,18,0,1,490,31,107,3,4,4,4,31,107,2,3,5,5,Evan Dunham,28.0,177.8,70.3,177.8,5,0,75,164,123,216,0,0,7,0,34,65,149,9,14,1,1,69,156,6,8,0,0
Melvin Guillard,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",1.95,1.95,Melvin Guillard,27.0,175.3,70.3,180.3,0,0,73,168,73,168,0,1,0,0,0,42,132,23,27,8,9,72,166,1,2,0,0,Jeremy Stephens,24.0,175.3,65.8,180.3,0,1,62,155,62,155,0,2,0,0,2,18,83,18,25,26,47,62,154,0,0,0,1
CB Dollaway,3,1,133,133,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jeff Malott,"September 25, 2010","Indianapolis, Indiana, USA",1.39,3.35,CB Dollaway,27.0,188.0,83.9,193.0,4,0,1,2,1,2,0,0,2,0,8,0,1,1,1,0,0,1,2,0,0,0,0,Joe Doerksen,32.0,182.9,83.9,190.5,1,0,1,1,6,6,0,2,0,0,97,0,0,0,0,1,1,1,1,0,0,0,0
Matt Mitrione,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",1.57,2.64,Matt Mitrione,32.0,190.5,120.2,208.3,0,0,76,152,86,165,0,0,0,0,0,61,135,7,8,8,9,73,144,3,8,0,0,Joey Beltran,28.0,185.4,83.9,190.5,5,0,52,157,93,207,1,3,0,0,301,35,137,13,16,4,4,29,128,14,18,9,11
Sean McCorkle,3,1,63,63,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",1.53,2.65,Mark Hunt,36.0,177.8,120.2,182.9,0,0,2,8,3,9,1,1,0,0,34,2,8,0,0,0,0,1,7,0,0,1,1,Sean McCorkle,34.0,200.7,120.2,205.7,1,0,0,4,0,4,0,2,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0
Nate Marquardt,3,1,208,208,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 15, 2010","Austin, Texas, USA",1.43,3.15,Nate Marquardt,31.0,182.9,83.9,188.0,4,0,13,35,18,40,0,0,1,0,17,12,33,0,1,1,1,4,20,0,0,9,15,Rousimar Palhares,30.0,172.7,77.1,180.3,1,0,1,6,1,6,0,1,1,0,27,1,6,0,0,0,0,1,6,0,0,0,0
Charles Oliveira,3,3,145,745,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"September 15, 2010","Austin, Texas, USA",1.65,2.45,Efrain Escudero,24.0,175.3,70.3,180.3,0,0,13,76,26,89,0,1,0,0,167,10,68,1,2,2,6,7,65,4,7,2,4,Charles Oliveira,20.0,177.8,70.3,188.0,1,0,35,91,60,118,2,9,1,0,64,9,52,9,17,17,22,31,86,4,5,0,0
Jim Miller,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Schorle,"September 15, 2010","Austin, Texas, USA",1.8,2.15,Jim Miller,27.0,172.7,70.3,180.3,1,0,29,113,44,128,0,6,2,0,125,13,85,7,15,9,13,25,101,4,12,0,0,Gleison Tibau,26.0,177.8,70.3,180.3,4,0,23,100,36,114,4,5,0,0,201,21,94,1,4,1,2,20,92,3,7,0,1
Cole Miller,3,2,109,409,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 15, 2010","Austin, Texas, USA",2.9,1.48,Cole Miller,26.0,185.4,65.8,185.4,1,1,24,78,24,78,1,4,1,0,39,18,71,3,3,3,4,23,75,0,2,1,1,Ross Pearson,25.0,172.7,70.3,175.3,0,0,26,71,30,75,0,0,0,0,20,10,54,2,2,14,15,24,66,1,3,1,2
Yves Edwards,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"September 15, 2010","Austin, Texas, USA",2.05,1.8,Yves Edwards,33.0,175.3,70.3,185.4,0,0,54,125,98,177,1,1,1,0,483,42,110,9,11,3,4,20,64,4,6,30,55,John Gunderson,31.0,175.3,70.3,175.3,1,0,15,82,24,91,0,6,2,0,49,5,67,5,7,5,8,12,76,3,6,0,0
Kyle Kingsbury,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Schorle,"September 15, 2010","Austin, Texas, USA",1.54,2.6,Jared Hamman,28.0,190.5,83.9,190.5,5,0,88,239,146,298,0,2,0,0,15,65,203,14,22,9,14,77,211,8,20,3,8,Kyle Kingsbury,28.0,193.0,93.0,200.7,0,0,79,219,88,229,9,13,0,0,284,48,175,10,16,21,28,72,206,5,9,2,4
David Branch,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 15, 2010","Austin, Texas, USA",1.65,2.35,Tomasz Drwal,28.0,185.4,93.0,193.0,0,0,10,43,19,55,0,0,0,0,83,7,37,2,3,1,3,9,38,1,5,0,0,David Branch,28.0,185.4,83.9,198.1,4,0,15,31,62,85,3,10,0,0,459,8,19,4,5,3,7,7,19,2,4,6,8
Rich Attonito,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"September 15, 2010","Austin, Texas, USA",2.68,1.51,Rich Attonito,33.0,177.8,77.1,182.9,4,1,25,80,46,103,0,1,0,0,195,15,67,2,4,8,9,14,59,1,2,10,19,Rafael Natal,27.0,182.9,83.9,195.6,0,0,28,102,51,132,2,9,0,0,96,14,69,5,21,9,12,26,98,1,2,1,2
TJ Waldburger,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jon Schorle,"September 15, 2010","Austin, Texas, USA",2.4,1.62,TJ Waldburger,22.0,180.3,77.1,190.5,1,0,37,58,69,96,6,7,7,3,652,32,52,1,2,4,4,3,3,3,5,31,50,David Mitchell,30.0,182.9,77.1,190.5,1,0,13,18,50,59,2,3,6,0,95,9,11,2,3,2,4,3,5,4,6,6,7
Brian Foster,3,1,67,67,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"September 15, 2010","Austin, Texas, USA",1.42,3.0,Brian Foster,26.0,175.3,77.1,180.3,0,1,17,27,20,32,0,0,0,0,10,15,25,1,1,1,1,6,8,0,0,11,19,Forrest Petz,34.0,175.3,77.1,180.3,4,0,1,7,1,7,0,0,0,0,0,1,6,0,1,0,0,1,7,0,0,0,0
Frankie Edgar,5,5,300,1500,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 28, 2010","Boston, Massachusetts, USA",3.48,1.37,Frankie Edgar,28.0,167.6,61.2,172.7,0,0,94,234,142,285,3,9,0,1,402,59,179,22,35,13,20,67,197,11,16,16,21,BJ Penn,31.0,175.3,70.3,177.8,4,0,36,146,56,167,2,3,0,0,85,29,132,7,13,0,1,32,141,3,4,1,1
Demian Maia,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 28, 2010","Boston, Massachusetts, USA",1.48,2.9,Demian Maia,32.0,185.4,77.1,182.9,4,0,30,49,104,146,5,7,1,0,592,21,36,5,9,4,4,6,16,3,8,21,25,Mario Miranda,31.0,190.5,83.9,188.0,4,0,14,41,29,60,0,0,0,2,81,5,27,2,5,7,9,9,26,1,4,4,11
Gray Maynard,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"August 28, 2010","Boston, Massachusetts, USA",1.71,2.3,Kenny Florian,34.0,177.8,65.8,188.0,4,0,14,63,33,85,0,0,0,0,0,7,50,4,9,3,4,11,60,2,2,1,1,Gray Maynard,31.0,175.3,70.3,177.8,4,0,15,53,47,86,5,7,0,0,399,12,49,3,4,0,0,4,32,0,1,11,20
Nate Diaz,3,3,242,842,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yves Lavigne,"August 28, 2010","Boston, Massachusetts, USA",1.53,2.75,Nate Diaz,25.0,182.9,77.1,193.0,5,0,94,328,122,358,1,5,1,1,144,76,300,9,16,9,12,85,309,7,16,2,3,Marcus Davis,37.0,177.8,77.1,177.8,4,1,52,203,61,213,1,1,0,0,12,36,181,5,10,11,12,45,190,6,9,1,4
Nik Lentz,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"August 28, 2010","Boston, Massachusetts, USA",1.87,2.05,Andre Winner,28.0,180.3,70.3,185.4,4,0,20,35,41,56,0,0,0,0,25,11,25,9,9,0,1,5,16,15,19,0,0,Nik Lentz,26.0,172.7,70.3,172.7,0,0,23,32,80,95,7,18,1,0,780,10,16,11,13,2,3,9,14,11,15,3,3
Dan Miller,3,2,113,413,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"August 28, 2010","Boston, Massachusetts, USA",1.43,2.9,Dan Miller,29.0,185.4,83.9,188.0,1,0,23,74,23,74,0,1,2,0,8,17,67,3,4,3,3,23,73,0,1,0,0,John Salter,25.0,185.4,83.9,188.0,4,0,21,52,29,62,2,3,0,0,99,18,49,2,2,1,1,17,46,3,5,1,1
Greg Soto,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yves Lavigne,"August 28, 2010","Boston, Massachusetts, USA",1.5,2.7,Nick Osipczak,25.0,188.0,77.1,193.0,0,0,29,67,44,83,0,1,1,0,57,21,56,7,10,1,1,12,40,12,22,5,5,Greg Soto,24.0,180.3,77.1,185.4,0,0,70,100,152,212,3,7,1,0,662,44,72,24,25,2,3,10,28,10,12,50,60
Anderson Silva,5,5,190,1390,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"August 07, 2010","Oakland, California, USA",1.22,5.1,Anderson Silva,35.0,188.0,83.9,195.6,0,0,29,57,64,95,1,1,3,0,29,21,45,7,10,1,2,12,36,0,0,17,21,Chael Sonnen,33.0,185.4,93.0,185.4,0,0,89,168,320,434,3,7,1,1,1193,68,142,8,9,13,17,14,48,3,4,72,116
Jon Fitch,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"August 07, 2010","Oakland, California, USA",2.16,1.79,Jon Fitch,32.0,182.9,77.1,188.0,4,0,29,66,70,114,9,11,0,0,487,15,48,8,12,6,6,13,41,5,9,11,16,Thiago Alves,26.0,175.3,77.1,177.8,0,0,22,81,39,103,0,0,0,2,121,13,68,2,4,7,9,18,66,2,7,2,8
Clay Guida,3,3,111,711,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 07, 2010","Oakland, California, USA",2.16,1.79,Clay Guida,28.0,170.2,70.3,177.8,4,0,19,90,47,123,2,6,0,0,271,10,80,3,4,6,6,11,79,4,5,4,6,Rafael Dos Anjos,25.0,172.7,70.3,177.8,0,0,17,64,29,76,1,4,0,0,51,11,51,3,5,3,8,13,60,3,3,1,1
Matt Hughes,3,1,195,195,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"August 07, 2010","Oakland, California, USA",2.78,1.52,Matt Hughes,36.0,175.3,77.1,185.4,4,1,2,16,2,16,0,0,1,0,13,1,14,0,1,1,1,2,15,0,1,0,0,Ricardo Almeida,33.0,182.9,77.1,188.0,4,0,10,28,10,28,0,0,0,0,0,5,20,2,5,3,3,9,27,1,1,0,0
Junior Dos Santos,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcos Rosales,"August 07, 2010","Oakland, California, USA",4.15,1.29,Roy Nelson,34.0,182.9,119.3,185.4,4,0,40,101,40,101,0,7,0,0,90,38,99,1,1,1,1,35,90,5,11,0,0,Junior Dos Santos,26.0,193.0,108.0,195.6,5,1,130,282,138,291,1,2,0,0,20,96,236,33,44,1,2,109,239,20,41,1,2
Rick Story,3,2,75,375,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"August 07, 2010","Oakland, California, USA",1.67,2.3,Dustin Hazelett,24.0,185.4,77.1,193.0,1,0,7,17,7,17,0,2,2,0,0,3,11,4,6,0,0,4,13,3,4,0,0,Rick Story,25.0,175.3,77.1,180.3,0,1,75,110,132,169,3,3,0,0,308,45,76,30,34,0,0,17,30,26,37,32,43
Phil Davis,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 07, 2010","Oakland, California, USA",7.0,1.11,Rodney Wallace,28.0,175.3,93.0,182.9,4,0,2,9,5,12,0,5,0,0,0,1,7,1,2,0,0,1,6,1,3,0,0,Phil Davis,25.0,188.0,93.0,200.7,0,0,59,92,97,137,3,4,0,0,684,40,68,19,23,0,1,7,21,7,7,45,64
Johny Hendricks,3,2,40,340,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"August 07, 2010","Oakland, California, USA",1.27,4.1,Johny Hendricks,26.0,175.3,83.9,175.3,0,2,28,42,34,48,0,1,0,0,51,21,34,5,6,2,2,10,21,4,6,14,15,Charlie Brenneman,29.0,177.8,70.3,177.8,4,0,9,33,15,40,2,4,0,0,126,7,31,2,2,0,0,3,19,6,14,0,0
Stefan Struve,3,2,22,322,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 07, 2010","Oakland, California, USA",1.5,2.7,Stefan Struve,22.0,210.8,120.2,213.4,0,1,11,19,12,20,0,0,2,0,8,10,18,0,0,1,1,5,12,0,0,6,7,Christian Morecraft,23.0,198.1,117.9,205.7,1,0,36,72,60,101,1,1,1,0,285,33,69,3,3,0,0,4,16,1,2,31,54
Dennis Hallman,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marcos Rosales,"August 07, 2010","Oakland, California, USA",1.33,3.5,Ben Saunders,27.0,188.0,77.1,195.6,0,0,30,45,54,72,0,0,1,0,0,17,30,13,15,0,0,20,34,10,11,0,0,Dennis Hallman,34.0,175.3,70.3,182.9,1,0,28,55,96,132,3,6,0,0,709,24,49,1,2,3,4,3,14,4,8,21,33
Jon Jones,3,1,112,112,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 01, 2010","San Diego, California, USA",1.13,7.02,Jon Jones,23.0,193.0,93.0,213.4,0,0,15,16,17,18,1,1,0,0,54,12,12,2,3,1,1,3,4,0,0,12,12,Vladimir Matyushenko,39.0,182.9,93.0,188.0,4,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
